length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
777,140,9,3,3
259,121,2,2,3
589,191,6,3,4
538,161,5,3,4
1264,47,17,3,2
955,1,14,32,30
518,75,7,2,2
964,195,11,3,4
1785,114,24,3,4
1570,166,20,4,4
1191,185,14,4,4
1922,40,27,4,3
1474,159,18,4,4
555,118,7,2,2
495,127,5,2,3
997,13,16,4,3
529,28,7,2,2
556,62,7,2,2
1366,73,18,2,3
1206,106,16,3,3
685,109,9,2,3
1566,189,19,3,5
1950,10,30,8,7
1432,117,19,3,4
1547,198,19,4,4
292,18,4,2,1
521,7,8,3,2
1450,156,19,3,3
1916,3,30,23,21
190,90,1,2,2
466,66,6,1,1
1718,14,26,6,5
900,140,11,3,3
1345,129,17,3,3
245,8,3,2,2
1327,174,16,4,4
1324,41,19,2,3
152,80,1,1,2
1906,23,27,5,3
120,40,1,1,1
992,175,11,3,4
1133,96,14,3,2
66,149,0,3,3
534,169,5,3,3
1898,160,24,3,4
1327,151,17,3,4
1819,132,25,3,3
745,22,12,2,2
1732,51,24,3,3
405,83,5,2,2
699,26,10,2,2
92,11,2,1,0
742,159,8,3,3
1129,49,15,3,2
893,83,12,2,3
1755,159,22,4,5
1878,41,26,3,3
556,99,7,2,2
364,10,5,2,1
1899,111,26,3,3
1499,10,24,6,6
1498,36,22,2,2
1576,12,24,6,5
876,44,12,2,2
902,191,10,3,4
1624,146,21,3,4
1610,169,21,4,4
811,64,11,2,2
409,191,3,4,4
214,19,4,1,1
1313,72,17,3,3
873,175,10,4,4
1333,69,18,3,2
1469,47,21,3,2
201,141,1,2,3
1618,183,20,4,4
467,164,4,3,4
471,81,5,2,3
251,138,2,3,3
372,57,5,1,1
1990,118,26,4,4
77,61,0,2,1
1469,97,20,3,3
1346,176,17,4,4
23,68,0,1,2
59,37,0,1,1
1530,36,22,3,3
1622,183,21,3,4
1461,79,19,3,3
937,71,12,2,3
1837,66,25,2,3
1239,28,17,3,3
973,88,12,3,2
670,160,7,3,3
1300,42,18,3,2
357,33,5,1,2
1108,130,14,3,3
999,79,13,2,3
1205,85,16,2,3
278,28,4,1,2
1803,150,24,3,4
1556,109,21,3,3
970,27,14,3,2
291,196,2,3,4
528,49,7,2,2
1401,184,17,4,4
1874,189,24,4,5
1199,157,15,3,3
419,184,3,4,4
1140,88,15,3,2
730,34,10,2,1
23,123,0,2,3
52,33,0,1,1
886,144,11,3,3
388,116,4,2,3
1149,165,14,4,4
1421,182,18,4,4
1783,163,23,4,5
663,74,9,2,2
95,55,1,1,2
1858,183,24,4,5
710,145,8,3,3
519,72,6,1,1
1477,136,19,3,4
1552,108,21,3,3
814,140,10,3,3
1297,18,20,3,3
1238,101,16,3,3
1194,99,16,2,3
1678,126,22,3,3
1888,16,29,6,5
1891,95,25,3,3
91,147,0,2,3
1683,192,21,4,4
827,13,12,4,3
1572,72,22,3,2
743,12,12,3,2
985,116,12,3,3
1170,11,18,5,5
1566,134,21,3,4
1677,24,24,3,3
1640,59,22,3,3
571,71,7,2,2
1766,61,25,3,3
1180,108,16,2,3
1867,5,29,15,13
919,55,12,2,2
833,132,10,3,3
117,119,0,2,3
1971,97,27,3,3
1140,117,14,3,3
1893,8,29,9,9
50,193,0,3,4
680,27,9,2,1
1171,134,15,3,3
464,9,7,3,2
699,43,10,2,2
1360,30,19,3,3
1310,150,17,3,4
844,67,11,3,2
112,156,0,2,3
1662,60,22,2,3
451,97,5,2,2
362,138,4,2,4
1453,111,19,3,3
696,24,10,2,2
25,101,0,2,2
424,194,4,3,4
89,120,0,2,2
21,187,0,3,4
1113,99,15,2,2
1164,137,14,3,4
1137,100,15,3,3
1537,135,20,4,3
298,164,2,3,3
191,154,1,3,3
1042,15,16,3,3
1485,70,20,3,3
88,93,0,1,2
134,109,0,2,3
1570,33,23,3,3
80,190,0,3,3
1843,163,24,4,4
417,175,4,3,3
153,116,1,2,2
1621,158,21,4,4
267,89,2,1,2
1780,29,25,3,3
1039,3,16,13,12
1114,28,15,3,2
1065,99,13,2,3
458,85,6,2,2
1475,52,21,2,3
1483,16,23,5,4
1092,31,15,2,3
1812,139,24,4,4
1680,111,23,3,3
547,200,5,3,4
1444,185,18,4,5
1850,129,24,3,4
1634,20,25,4,4
432,158,4,3,3
1473,142,19,4,4
321,28,4,2,1
7,161,0,2,3
113,179,0,3,3
1539,134,20,3,3
352,148,2,2,3
1086,86,15,2,3
1527,145,20,3,3
1661,105,22,3,3
636,33,9,2,2
1947,181,26,4,4
1457,197,18,4,4
607,43,9,1,1
775,61,10,2,2
1660,104,22,3,3
1856,14,29,6,5
1845,69,25,3,3
595,110,7,3,2
77,175,0,3,3
1817,133,24,3,4
674,72,8,1,2
24,85,0,2,2
1296,37,18,2,3
1375,77,19,2,3
1927,81,26,3,2
577,47,7,1,2
305,42,4,1,1
1865,79,26,3,3
1759,163,23,4,5
439,129,4,2,2
947,177,11,3,4
711,64,10,2,2
1737,57,24,3,3
316,17,4,2,1
4,48,0,1,1
1384,161,17,3,3
516,187,5,3,4
1275,123,16,3,4
1432,179,18,3,4
135,18,2,1,1
541,30,7,2,2
154,74,2,1,2
475,53,6,1,1
1251,56,18,2,3
1159,165,14,3,5
1808,45,25,4,3
359,158,3,3,4
268,142,2,2,3
1098,83,15,2,2
424,96,5,2,2
1573,76,21,3,3
90,136,0,2,3
1164,32,16,3,3
1442,88,20,2,3
431,58,5,2,2
33,192,0,3,3
1915,156,25,4,4
861,47,12,2,2
303,171,2,2,3
304,24,4,1,2
106,91,0,2,2
1992,24,28,4,4
1434,23,20,4,3
782,21,12,2,2
1315,110,17,3,3
1380,159,17,4,3
822,172,9,3,3
1807,107,25,3,3
1085,18,16,3,3
1189,45,16,3,2
1789,104,24,3,4
854,110,10,2,3
1784,185,22,4,4
814,100,10,2,3
467,192,4,3,4
2000,95,27,3,3
751,10,11,4,3
284,48,3,1,1
963,181,11,3,4
103,19,1,0,1
115,142,0,2,3
1502,49,21,3,2
1446,34,21,2,2
1071,150,14,3,4
93,157,0,3,3
1001,57,13,3,2
1382,55,19,2,3
1755,2,27,32,28
1428,43,20,3,2
686,151,7,2,3
1734,80,23,3,2
1083,132,14,3,3
1128,107,14,3,3
1683,6,26,11,10
298,181,2,3,4
1769,152,23,3,4
1314,151,16,3,4
1186,159,15,3,4
134,118,1,2,3
510,156,5,3,4
398,49,5,1,1
1545,106,21,3,3
977,147,11,3,3
1553,78,21,3,3
925,179,11,3,4
123,108,0,2,3
791,146,9,3,4
1506,71,21,3,2
1135,106,14,3,3
1063,161,13,4,4
1650,70,22,3,3
301,137,2,2,3
1864,65,25,3,3
679,7,10,5,4
1005,161,13,3,4
1900,19,30,5,5
1555,142,20,3,3
1140,147,14,3,3
923,145,12,3,3
1342,200,17,4,4
688,141,8,3,3
265,43,3,2,1
1294,104,17,3,3
999,37,13,2,2
1919,74,27,3,3
411,175,3,3,4
1123,20,17,3,2
1547,195,20,4,4
104,10,2,1,1
479,57,7,1,1
1909,179,25,4,4
1650,138,22,3,4
1086,97,14,3,3
1853,67,26,2,2
1983,128,26,3,4
1148,176,14,3,4
488,129,5,3,3
1776,163,24,3,4
195,49,2,1,1
953,179,11,4,4
997,135,13,2,3
1567,16,24,4,4
1491,47,21,3,2
1827,47,26,3,3
591,34,8,2,2
1036,98,13,3,3
620,90,7,2,2
1970,179,26,4,5
1052,198,12,4,4
1395,83,19,2,2
1618,26,23,3,3
714,127,9,2,3
468,192,4,3,5
180,90,2,2,2
1583,82,22,3,3
175,158,0,3,3
1825,52,25,3,3
593,121,7,2,3
1305,119,17,3,3
1123,117,15,2,3
1039,190,12,4,4
1960,68,27,2,2
1768,142,23,3,4
1427,15,22,4,4
1810,49,26,2,2
690,144,8,3,3
822,181,9,3,4
489,135,5,3,3
186,100,1,2,3
1156,43,16,3,2
1461,69,20,3,2
574,163,6,3,3
1741,15,27,5,5
1362,146,18,3,4
359,122,3,3,2
1390,133,18,3,4
1377,37,19,2,2
1598,121,21,3,3
1817,63,26,3,3
1870,120,25,4,4
1081,41,16,2,2
40,6,1,1,0
809,104,10,3,2
55,183,0,3,3
459,1,8,16,15
1419,173,17,4,4
1909,168,25,3,4
77,100,0,2,3
1337,24,18,3,3
1869,66,26,3,2
100,99,0,2,2
979,145,12,3,4
1990,48,28,3,3
151,147,0,2,3
1423,45,20,3,3
1297,90,18,3,3
1022,193,14,4,4
994,112,13,2,3
923,110,11,3,3
515,186,4,4,4
763,1,12,26,25
127,143,0,2,3
992,98,13,3,2
1992,41,28,3,4
1210,94,16,3,2
1072,160,13,3,4
1004,104,13,2,3
1371,62,19,2,3
551,39,7,2,2
1674,30,24,3,3
573,90,7,2,2
218,54,2,2,1
1072,30,15,2,3
759,154,8,2,3
1217,59,16,3,2
491,46,6,2,1
748,54,10,2,2
303,59,3,2,2
1069,179,12,3,4
702,170,8,3,4
699,92,9,2,2
1921,50,26,3,3
1787,155,24,4,4
454,191,4,3,4
328,73,4,2,2
736,170,8,3,4
1008,95,13,2,3
847,16,13,3,3
597,34,8,2,2
1073,187,13,4,4
114,51,1,1,1
1308,54,18,2,2
801,144,9,3,4
234,130,2,2,3
1733,79,23,2,2
1079,164,13,3,4
1701,77,23,3,3
1928,88,26,4,3
1579,182,20,4,5
1608,77,21,3,3
1934,184,24,4,5
96,156,0,2,4
752,141,9,3,3
935,138,11,3,3
608,57,7,1,2
1060,57,15,2,2
1107,131,14,3,3
1885,155,24,4,4
886,74,12,2,2
1679,59,23,3,3
1309,13,20,5,5
490,169,5,3,3
616,17,9,2,2
484,53,6,2,2
337,21,5,1,1
143,185,0,3,3
1575,6,24,11,9
510,190,5,3,4
1214,141,15,3,4
1664,124,22,3,3
404,30,5,2,1
701,18,11,3,2
1735,161,23,3,4
706,13,10,2,3
875,107,11,2,2
257,57,3,2,1
1465,16,22,5,4
1348,93,18,3,3
1676,101,23,3,3
1739,34,25,3,3
1949,144,26,4,3
1566,37,22,2,3
1610,67,21,2,3
1396,90,18,2,3
78,107,0,2,2
325,106,3,2,3
412,46,5,1,2
736,23,10,2,2
238,115,2,2,3
815,108,10,3,2
1072,18,16,3,3
1415,64,19,3,2
372,187,2,3,4
1804,41,25,3,3
1164,127,15,3,3
442,96,5,2,3
884,101,11,3,2
413,93,4,2,3
1336,43,19,2,2
92,106,0,2,2
923,155,11,3,3
1736,174,23,3,4
1254,180,15,4,5
1011,132,13,3,3
534,112,6,2,3
1709,63,23,2,3
1339,117,18,3,4
599,26,8,2,2
269,60,3,1,1
1673,149,22,4,3
1163,55,16,2,2
1865,21,28,4,4
964,144,12,3,3
1250,157,15,4,3
1322,107,17,2,3
1148,112,15,3,3
1745,189,22,4,5
1276,6,20,9,7
607,65,8,2,2
141,53,1,2,1
577,136,7,2,3
204,187,0,3,4
620,74,8,2,2
1019,194,12,3,5
1060,161,13,3,4
1003,180,12,3,4
1215,4,19,12,10
416,64,5,2,2
755,107,9,2,2
1048,84,14,2,2
64,191,0,3,4
87,68,0,2,1
61,188,0,3,3
1062,38,15,2,2
127,116,0,3,2
183,159,0,3,4
1794,185,23,4,4
967,109,12,2,2
550,188,5,3,4
1733,58,24,2,2
168,55,2,1,2
1683,147,22,4,4
1509,9,23,7,7
198,140,1,2,3
1416,138,19,3,3
616,153,6,2,3
1514,87,20,2,3
878,113,11,2,3
928,94,12,3,2
576,97,7,2,3
1384,9,22,7,6
380,120,4,2,3
313,72,3,2,2
656,46,9,2,2
418,48,5,2,2
285,174,2,3,3
873,74,11,2,2
760,129,10,2,3
1441,82,19,3,3
1496,21,23,4,3
1776,147,23,3,4
1618,94,22,3,4
13,120,0,2,3
101,59,0,1,2
1069,171,13,3,4
1256,18,19,3,3
1799,132,23,4,4
1985,116,27,3,4
732,27,10,2,2
1074,128,14,3,4
319,130,3,2,3
290,1,5,10,10
579,26,8,1,1
485,19,8,1,1
1646,162,21,4,4
446,172,4,3,4
834,101,11,3,3
1141,184,14,4,5
1684,129,22,3,4
1751,134,23,4,4
1840,181,24,4,4
1859,4,29,18,16
139,155,0,3,3
585,199,5,4,4
1414,146,18,3,4
719,69,10,2,2
1215,54,16,3,2
269,73,3,1,2
401,81,4,1,3
1478,95,19,2,3
752,93,10,2,3
1838,166,24,4,4
324,72,4,2,2
469,34,6,2,1
1573,3,24,19,17
1028,178,13,3,5
739,88,9,2,2
1619,73,22,2,2
1785,97,24,3,4
611,52,8,2,2
356,95,4,2,2
1082,10,17,5,4
140,149,0,3,3
382,88,5,2,2
1049,18,16,3,3
1381,56,19,3,2
1837,123,25,3,4
1986,139,26,4,4
157,197,0,3,3
943,169,11,3,3
1731,108,23,3,4
157,149,0,3,3
417,161,4,3,3
1100,140,14,3,3
463,9,7,3,2
495,145,5,3,3
732,104,10,2,3
1097,28,16,2,3
1647,183,21,4,4
1729,7,27,10,9
1101,163,14,3,4
659,48,9,2,2
163,104,1,2,2
1628,48,23,3,2
1719,46,24,3,2
112,30,1,1,1
926,89,12,2,3
111,134,0,2,2
1010,77,14,2,3
313,148,3,2,3
341,86,4,2,2
304,100,3,1,2
1418,194,18,4,4
343,51,4,1,2
226,7,3,2,2
963,34,13,3,2
1410,50,20,2,3
1908,189,25,4,5
1947,57,27,3,3
1902,195,24,4,4
419,107,5,2,3
1850,47,26,3,3
891,1,13,30,29
476,90,5,2,3
1692,189,21,4,5
253,107,2,2,2
1910,49,26,3,2
1047,179,13,3,3
1720,183,22,4,5
465,52,6,2,2
1174,77,15,2,3
696,99,8,3,2
1033,49,14,2,2
1536,152,20,3,4
387,59,5,1,1
1809,24,26,4,4
1575,119,21,3,4
377,171,3,3,4
844,132,10,3,3
692,82,8,2,2
1502,32,20,3,2
1425,158,18,3,4
106,23,1,1,0
323,47,4,1,1
912,198,10,4,5
141,132,0,2,3
1056,15,16,4,3
1018,54,14,2,2
117,73,1,1,1
1481,167,19,4,4
831,176,10,3,4
1183,130,16,2,3
1002,37,14,2,3
610,149,7,3,3
1569,54,21,3,2
672,87,8,2,3
1147,91,15,3,2
8,27,0,1,1
123,158,0,3,3
1180,187,15,3,4
959,55,12,1,2
1210,148,15,3,4
690,93,9,2,3
1012,23,14,3,2
701,60,9,1,2
1980,130,27,3,4
69,116,0,2,3
816,107,10,3,3
1863,109,25,3,4
567,25,7,2,2
1085,3,17,14,12
107,132,0,3,3
619,128,7,3,3
194,182,0,3,4
1116,110,14,3,3
1189,11,19,5,4
1253,187,15,4,4
339,191,2,3,3
472,159,5,2,3
404,57,6,1,2
885,190,10,4,4
34,157,0,3,3
1111,133,14,3,4
1118,125,14,3,3
1376,148,18,3,4
970,192,11,4,4
301,88,4,1,2
1222,36,17,2,2
710,155,8,3,4
1711,38,24,3,3
275,117,3,2,3
1595,97,21,3,3
662,177,7,3,4
442,155,4,3,4
1241,103,16,3,3
1522,151,19,3,3
184,133,1,2,3
817,123,10,3,3
867,115,11,3,3
1486,173,18,4,4
280,196,1,4,4
511,195,5,3,4
1365,111,18,3,3
1195,189,14,4,5
1062,69,14,3,2
833,30,12,2,2
900,145,11,3,4
903,93,12,2,2
1829,171,23,3,4
508,198,5,3,4
602,113,7,3,2
1398,102,18,3,3
285,76,3,2,2
1147,113,15,3,3
1770,93,24,3,3
1714,144,23,3,4
1489,11,23,6,6
1680,2,26,31,28
1545,56,21,3,2
1441,160,18,4,4
802,24,11,3,2
841,54,11,2,2
965,145,12,3,3
1182,58,17,2,3
130,189,1,3,3
1224,27,17,3,2
1835,38,26,3,3
1500,11,23,6,5
889,137,11,3,4
482,177,4,3,4
1580,113,21,3,4
1064,182,13,4,4
1681,177,22,4,4
999,92,13,3,3
1014,29,14,2,2
53,96,0,1,2
1574,56,22,2,3
228,59,2,1,2
101,4,2,1,2
204,73,2,2,2
1682,104,23,3,3
943,34,13,2,2
31,108,0,2,2
646,102,8,2,2
1425,105,19,3,3
384,71,4,2,2
880,156,10,3,4
35,76,0,2,2
927,60,12,2,3
410,74,5,2,2
1009,26,14,3,2
1040,74,14,2,2
1065,107,14,3,3
351,164,3,3,4
917,74,12,2,2
984,57,13,2,2
1837,167,24,4,4
66,106,0,2,2
1579,139,20,4,4
1394,73,19,3,3
524,14,8,3,2
673,75,8,2,3
1379,70,19,2,3
685,114,8,3,3
668,21,10,2,2
59,46,0,1,1
1332,100,17,3,3
1118,66,15,3,2
28,180,0,3,3
109,186,0,3,3
1565,34,22,3,2
505,142,5,3,3
1450,89,19,3,3
1308,125,17,3,4
1689,153,22,4,4
805,132,10,3,3
180,44,2,1,1
1460,191,19,3,4
1818,114,25,3,4
1423,76,19,3,3
1744,119,23,3,3
300,2,4,5,5
815,138,9,3,4
1068,28,15,2,3
7,71,0,1,2
1204,181,14,4,4
275,85,3,2,2
623,128,7,3,3
1665,160,22,4,4
1870,144,25,3,4
466,77,5,2,2
1292,188,16,4,4
1170,19,18,3,3
1119,125,14,3,3
390,192,2,4,4
1956,79,27,3,3
969,87,13,2,3
438,196,4,3,4
430,130,4,3,3
1946,3,30,24,22
467,177,5,3,3
1473,10,23,6,6
513,9,8,3,2
1738,68,24,3,3
368,74,4,2,2
417,99,4,2,2
1553,73,21,2,2
788,177,9,3,4
37,15,0,0,1
1370,63,19,3,2
1468,197,18,4,5
1041,111,13,3,3
328,163,2,3,3
1180,76,16,2,2
1240,29,17,3,2
916,48,13,2,3
497,143,6,2,3
1289,128,17,4,3
1424,1,22,49,45
728,138,8,3,3
1536,140,19,3,4
677,35,9,2,2
1068,133,14,3,3
663,166,7,3,3
844,168,10,3,4
728,148,9,3,4
319,168,2,3,3
1653,150,22,3,4
945,106,12,2,3
1613,12,25,6,6
135,178,0,3,4
1150,98,15,2,2
1390,12,22,5,4
459,106,5,2,2
1293,134,16,3,3
350,31,4,1,2
704,161,8,3,3
867,106,11,3,3
746,95,9,3,2
1011,200,12,3,4
1630,94,23,3,3
1589,85,22,3,3
292,181,1,3,3
1771,42,25,3,3
533,6,9,3,3
696,183,8,3,4
1513,91,20,3,3
1047,200,12,4,4
1317,162,17,3,4
1529,158,20,3,4
853,91,11,2,3
791,123,10,2,3
955,31,13,2,1
1271,93,17,2,3
1928,190,25,5,4
691,98,9,2,3
1685,166,21,3,4
1321,153,17,3,4
1177,148,14,4,3
1238,74,17,2,3
200,152,1,3,3
453,118,4,3,2
1671,179,22,4,4
1094,30,16,2,3
1386,91,18,3,3
1338,169,17,3,4
681,36,9,2,2
834,18,13,2,3
570,85,7,2,2
382,97,4,2,2
494,27,6,2,2
634,125,7,3,3
1596,83,22,3,3
587,113,7,2,3
531,192,5,3,3
1714,169,22,4,5
1572,124,20,3,3
1460,166,19,3,4
715,29,10,2,1
970,44,14,2,2
30,128,0,2,3
244,67,2,2,2
1883,110,25,4,3
1292,166,16,3,4
747,77,10,2,2
1236,128,15,2,3
319,126,3,2,3
103,44,1,1,2
1750,8,27,8,8
1521,176,19,4,5
592,142,6,3,3
983,113,12,3,3
370,31,5,2,1
613,159,6,3,4
1211,165,14,3,4
1111,138,13,2,3
1355,44,19,2,3
443,74,6,2,2
1279,47,18,2,2
1476,173,19,3,5
422,123,4,3,2
1517,14,23,5,5
1406,126,19,3,4
28,162,0,3,3
279,162,2,3,4
920,26,13,2,2
1992,16,31,5,5
1718,97,23,3,3
1440,125,19,3,3
1579,51,22,3,3
971,185,11,4,4
99,44,0,1,1
1865,103,25,3,4
1946,108,26,4,3
1013,96,13,2,3
188,38,3,1,1
1856,193,24,4,4
1224,101,17,2,3
578,141,6,3,3
1772,73,24,3,3
569,124,6,3,3
1426,30,20,2,2
811,28,11,2,2
1897,39,27,3,3
1647,19,25,5,4
244,110,2,2,2
1497,185,19,4,4
291,44,4,1,2
605,31,8,2,2
792,113,10,2,3
470,105,5,2,3
83,156,0,3,3
1654,4,25,16,14
225,19,3,2,1
1860,37,26,3,3
941,13,15,3,3
1589,9,24,8,6
338,45,4,1,1
360,193,3,3,4
468,189,4,4,4
1358,92,18,2,2
1047,121,14,2,3
686,198,7,3,4
97,141,0,2,3
1700,115,23,3,3
1045,161,13,3,4
619,151,6,3,4
1870,122,25,3,3
592,197,6,3,4
67,9,1,1,1
572,142,6,3,3
221,187,0,3,3
906,79,12,2,3
18,14,1,1,0
1805,83,24,3,3
465,87,5,2,2
1022,138,12,2,3
352,117,3,2,3
1963,177,25,4,5
395,64,5,2,2
373,135,3,3,3
777,154,9,3,3
1409,142,19,3,4
379,5,5,3,3
520,28,8,1,2
1875,193,24,4,5
924,69,12,2,2
1110,116,15,3,3
426,151,4,3,3
1737,178,22,4,4
1608,164,21,4,4
454,165,5,3,3
932,151,12,3,4
974,52,13,2,2
862,183,10,3,4
1023,105,13,2,2
1204,51,16,2,2
1689,57,23,3,3
1151,195,13,4,5
313,82,4,2,2
71,23,1,1,1
1901,170,25,4,4
1027,12,16,4,3
1198,11,18,5,4
918,84,12,2,2
563,66,7,1,2
1485,52,20,2,3
337,163,3,2,3
782,199,9,4,4
1712,35,24,3,3
1689,2,26,31,28
1976,118,26,3,4
960,63,13,2,2
872,55,11,2,2
1987,183,26,4,4
1244,19,19,3,3
1571,173,20,4,4
932,191,10,4,4
777,17,12,2,2
53,116,0,2,3
1876,12,29,6,6
1445,93,20,2,2
8,193,0,3,4
1841,33,26,3,3
649,9,10,4,3
269,183,1,3,3
12,199,0,3,4
1152,45,16,2,2
1134,156,14,3,3
1607,122,21,3,4
1180,157,14,4,3
16,21,0,1,1
1910,23,26,4,4
6,189,0,3,4
61,83,0,2,2
41,150,0,2,3
716,148,8,3,3
712,24,10,2,2
391,65,5,1,2
1507,183,18,3,4
1480,68,20,3,3
723,15,11,3,2
874,114,11,2,2
1917,194,25,4,6
1545,194,19,4,5
1607,90,21,3,3
1649,163,21,4,4
1958,55,28,3,3
840,4,13,8,8
1932,130,25,4,3
959,47,13,2,2
640,103,8,3,3
511,101,6,2,3
138,53,1,2,1
1733,53,24,3,3
773,84,10,2,2
1621,172,20,4,4
39,73,0,2,1
310,25,4,2,1
713,116,9,3,3
1076,119,14,2,3
326,38,4,2,1
699,126,8,3,3
657,109,8,2,3
1464,127,19,3,4
443,6,6,3,3
332,189,2,4,4
214,75,2,1,2
1345,102,18,3,3
1810,27,26,4,4
1369,129,17,3,4
1875,97,25,3,3
574,179,6,3,4
1106,11,17,4,5
1133,145,15,3,3
1730,110,23,3,3
1120,181,14,4,4
156,143,0,2,3
52,16,0,1,1
1972,62,28,2,3
798,146,10,2,3
1226,68,17,2,3
1814,30,25,3,3
1282,125,16,3,4
1832,52,27,3,3
1835,101,25,4,3
45,103,0,2,3
1724,93,24,3,3
1688,6,27,11,9
1497,18,22,5,4
1244,148,16,3,4
1029,173,12,3,4
1677,78,23,3,3
1688,93,23,3,3
664,139,8,3,3
574,119,6,2,3
1001,129,13,3,3
970,57,14,2,2
1253,126,16,3,3
784,19,12,2,2
580,170,5,3,3
1813,27,25,4,3
258,126,2,2,3
1549,169,20,3,4
1230,195,15,4,4
1420,51,20,3,2
1314,4,20,13,11
730,117,9,2,2
454,66,5,1,2
11,73,0,1,1
1667,42,23,3,2
14,133,0,2,3
1276,23,17,3,3
1140,93,15,2,3
1069,27,15,2,2
274,91,3,2,2
1783,11,28,7,6
1479,122,20,3,3
1400,45,19,2,3
1545,59,21,3,2
617,58,8,2,2
1563,31,21,3,3
1786,97,24,3,3
1047,115,13,2,3
1525,91,21,3,3
230,13,3,2,1
1319,162,17,3,4
49,159,0,2,3
1609,178,21,4,5
1778,199,23,4,5
1835,186,23,4,4
1334,47,19,2,3
706,13,11,2,2
548,37,7,2,2
1808,188,23,4,4
1402,170,17,4,4
1164,142,15,3,4
485,54,6,2,2
650,126,8,2,2
413,115,5,2,3
516,100,6,2,3
1733,105,24,3,3
101,89,1,2,2
869,28,12,3,2
1559,22,23,3,4
1568,28,22,3,3
1154,97,15,3,3
1599,104,21,3,3
611,170,6,3,4
503,141,5,3,3
844,151,10,3,3
35,102,0,2,2
1035,25,14,3,2
1351,155,17,4,4
1342,34,18,2,3
338,18,5,2,1
365,14,6,2,1
130,60,1,2,1
957,52,13,2,2
1693,95,23,3,3
1782,123,24,3,3
1689,26,24,3,3
1506,129,20,3,4
1452,98,19,3,3
1309,121,17,3,3
1658,191,21,4,5
1421,125,18,2,3
1039,86,14,2,3
1488,84,21,2,2
1347,27,19,3,3
1710,151,22,4,4
1262,43,17,2,3
305,92,3,2,2
797,101,10,3,2
747,73,9,2,2
1980,180,26,4,4
93,64,0,2,1
696,31,9,2,2
908,170,11,3,4
1663,200,21,4,4
6,160,0,3,3
1525,25,21,4,3
1782,155,24,4,4
209,175,0,3,4
865,20,13,3,2
127,53,1,2,1
161,47,2,1,1
1811,76,25,3,3
1826,179,23,4,4
617,1,10,22,20
1527,43,21,3,3
1573,83,21,3,3
1245,50,18,2,2
1810,51,26,3,2
423,105,5,2,3
1302,172,17,3,3
1145,135,14,3,4
1674,42,23,3,3
1298,178,16,3,4
96,12,2,0,0
671,89,9,2,2
2,1,0,1,0
796,32,11,3,2
1194,28,16,2,3
713,137,8,3,3
1761,10,27,7,7
1300,73,17,3,2
414,194,3,3,4
1231,67,17,3,3
1045,104,13,3,3
1644,163,21,3,4
1746,11,27,7,6
1811,191,23,4,5
820,35,11,2,2
504,151,6,2,3
733,141,9,2,4
1704,93,23,4,3
70,106,0,2,2
1160,51,16,2,2
1921,168,25,4,5
1692,192,22,4,4
442,106,5,2,3
1163,63,15,3,2
277,31,3,2,1
143,57,2,1,2
201,187,0,3,4
1751,146,23,4,4
1905,31,26,3,4
1183,179,15,3,4
1567,171,20,4,4
1111,102,14,3,3
477,142,5,2,4
319,169,2,3,3
1403,177,18,3,4
777,90,10,3,2
111,119,0,2,2
1253,147,15,3,3
574,11,9,2,3
1201,46,16,3,2
893,139,10,2,3
1211,52,17,2,2
1521,127,20,3,4
1580,99,22,3,3
1057,112,14,2,2
959,149,12,3,3
981,42,14,2,2
1215,19,19,3,3
161,51,1,1,1
1842,129,25,3,4
811,11,13,4,3
706,152,8,3,4
99,15,2,1,1
690,35,9,2,2
1349,95,17,3,3
37,55,0,1,1
1969,70,27,3,3
885,106,12,2,2
109,143,0,3,3
1081,2,16,20,17
363,113,4,2,2
521,62,7,2,2
65,39,0,1,2
762,197,9,3,4
1542,69,21,2,2
1253,62,17,2,3
1049,155,13,3,3
862,104,10,2,3
867,163,10,3,4
1026,6,16,7,6
392,186,3,3,4
1082,3,16,13,12
1222,161,15,3,4
1172,39,16,3,2
914,6,14,7,5
1692,126,23,3,4
606,1,9,21,19
361,49,4,2,1
736,72,10,2,2
677,135,8,3,3
785,10,12,4,3
1795,127,24,4,3
1797,96,24,3,3
1227,98,16,3,2
391,175,3,3,3
1811,85,24,3,3
178,15,3,1,1
1026,143,12,3,3
601,5,9,5,5
885,16,14,3,2
449,63,5,2,2
1770,109,24,3,3
1502,185,19,4,5
378,95,4,1,2
1884,72,26,3,3
1296,77,17,3,3
489,171,5,3,4
1390,131,18,3,3
1530,71,21,2,2
1012,163,13,3,4
451,111,5,2,3
338,161,2,2,4
575,46,8,1,1
21,66,0,1,1
1044,8,16,6,5
1782,164,24,4,4
1036,70,14,2,3
763,8,12,4,4
95,162,0,2,3
1195,130,16,2,3
1330,53,18,2,2
656,99,8,3,2
143,119,0,2,2
768,143,9,3,4
110,124,0,2,3
810,79,11,2,2
1866,117,25,3,4
1475,155,18,4,4
192,144,1,2,3
1321,49,18,3,2
5,32,0,0,1
876,76,12,2,3
1943,101,26,3,4
1309,179,16,4,4
561,178,6,3,4
153,1,2,5,6
324,31,4,1,2
903,112,11,2,2
1001,2,15,18,17
1901,101,25,3,3
1640,137,22,3,4
1725,77,23,3,3
1709,150,23,3,4
1027,31,14,2,2
886,187,10,4,4
1326,153,17,3,4
30,52,0,1,1
1965,49,27,3,3
